Bitcoin,BTC,$16781.51
Ethereum,ETH,$1224.09
Tether,USDT,$1.01
USD Coin,USDC,$1.00
BNB,BNB,$275.90
Binance USD,BUSD,$1.00
XRP,XRP,$0.3887
Cardano,ADA,$0.3334
Dogecoin,DOGE,$0.08537
Polygon,MATIC,$0.8839
Polkadot,DOT,$5.65
Dai,DAI,$1.01
HEX,HEX,$0.03085
Wrapped TRON,WTRX,$0.05205
Shiba Inu,SHIB,$0.000009277
TRON,TRX,$0.05197
Solana,SOL,$13.42
Litecoin,LTC,$64.40
Uniswap,UNI,$5.82
Lido stETH,stETH,$1192.64
UNUS SED LEO,LEO,$4.22
Wrapped Bitcoin,WBTC,$16792.13
Avalanche,AVAX,$13.01
Chainlink,LINK,$6.25
Cosmos,ATOM,$10.06
Ethereum Classic,ETC,$19.83
Monero,XMR,$132.06
Stellar,XLM,$0.09179
Toncoin,TON,$1.76
Algorand,ALGO,$0.3035
Bitcoin Cash,BCH,$106.48
Cronos,CRO,$0.07123
Chiliz,CHZ,$0.2536
NEAR Protocol,NEAR,$1.76
Filecoin,FIL,$4.47
VeChain,VET,$0.01972
Quant,QNT,$116.91
Flow,FLOW,$1.24
OKB,OKB,$20.70
Frax,FRAX,$0.9924
Hedera,HBAR,$0.05124
Chain,XCN,$0.05027
Internet Computer,ICP,$3.99
Wrapped BNB,WBNB,$271.23
Luna Classic,LUNC,$0.0001918
Elrond,EGLD,$43.59
ApeCoin,APE,$3.23
EOS,EOS,$0.9143
Pax Dollar,USDP,$0.9988
Tezos,XTZ,$1.01
Trust Wallet Token,TWT,$2.16
Theta Network,THETA,$0.8949
The Sandbox,SAND,$0.6004
Bitcoin BEP2,BTCB,$16615.78
TrueUSD,TUSD,$1.02
Aave,AAVE,$59.01
Venus BNB,vBNB,$9.44
Decentraland,MANA,$0.4309
Bitcoin SV,BSV,$38.92
USDD,USDD,$0.9914
KuCoin Token,KCS,$7.25
Huobi Token,HT,$4.54
Axie Infinity,AXS,$7.22
Maker,MKR,$685.35
BitTorrent (Old),BTTOLD,$0.0006591
Huobi BTC,HBTC,$16621.08
Neutrino USD,USDN,$0.9297
BitDAO,BIT,$0.3001
Gemini Dollar,GUSD,$1.01
BitTorrent,BTT,$0.0000006574
Zcash,ZEC,$39.37
IOTA,MIOTA,$0.2224
eCash,XEC,$0.00003106
Aptos,APT,$4.64
PAX Gold,PAXG,$1769.45
PancakeSwap,CAKE,$3.90
Synthetix,SNX,$1.77
Klaytn,KLAY,$0.1772
Neo,NEO,$6.91
Fantom,FTM,$0.1851
FTX Token,FTT,$1.40
BinaryX,BNX,$155.29
Tether Gold,XAUT,$1736.36
Fei USD,FEI,$0.9911
Mina,MINA,$0.5759
The Graph,GRT,$0.06098
THORChain,RUNE,$1.26
ETHPoW,ETHW,$3.69
Nexo,NEXO,$0.6975
Dash,DASH,$36.02
GateToken,GT,$3.55
Lido DAO Token,LDO,$1.22
WEMIX,WEMIX,$1.50
GensoKishi Metaverse,MV,$0.2094
Arweave,AR,$10.57
Basic Attention Token,BAT,$0.2323
GMX,GMX,$43.94
1inch Network,1INCH,$0.5483
Loopring,LRC,$0.2504
XDC Network,XDC,$0.02624
Counos X,CCXX,$18.60
Helium,HNT,$2.72
Stacks,STX,$0.2399
Osmosis,OSMO,$1.14
Enjin Coin,ENJ,$0.3179
Zilliqa,ZIL,$0.02275
Casper,CSPR,$0.02977
NEM,XEM,$0.03295
Curve DAO Token,CRV,$0.5559
Kava,KAVA,$0.8899
Compound,COMP,$39.98
Decred,DCR,$19.55
Immutable X,IMX,$0.4225
Convex Finance,CVX,$4.01
Holo,HOT,$0.001597
Bitcoin Gold,BTG,$15.41
Ethereum Name Service,ENS,$13.55
NXM,NXM,$39.58
Waves,WAVES,$2.38
Ravencoin,RVN,$0.02194
Balancer,BAL,$5.78
Green Metaverse Token,GMT,$0.4099
DeFiChain,DFI,$0.4765
IoTeX,IOTX,$0.02624
Theta Fuel,TFUEL,$0.04573
yearn.finance,YFI,$6555.50
Mirrored ProShares VIX,mVIXY,$106.15
Oasis Network,ROSE,$0.04711
Gnosis,GNO,$89.71
TerraClassicUSD,USTC,$0.02295
Fruits,FRTS,$0.01062
SwissBorg,CHSB,$0.2222
Qtum,QTUM,$2.16
Celo,CELO,$0.4633
Golem,GLM,$0.2213
Optimism,OP,$0.9484
Luna,LUNA,$1.67
Ankr,ANKR,$0.02236
Kusama,KSM,$24.92
Liquity USD,LUSD,$1.04
Gala,GALA,$0.02912
ABBC Coin,ABBC,$0.1816
JUST,JST,$0.02136
Symbol,XYM,$0.03399
Kadena,KDA,$0.9049
Livepeer,LPT,$7.51
Polymath,POLY,$0.2102
LINK,LN,$28.96
Venus BTC,vBTC,$871.54
Harmony,ONE,$0.01417
Safe,SAFE,$8.49
Reserve Rights,RSR,$0.00419
Chia,XCH,$31.26
Rocket Pool,RPL,$16.46
Hive,HIVE,$0.3531
Moonbeam,GLMR,$0.3661
OMG Network,OMG,$1.18
0x,ZRX,$0.1922
IOST,IOST,$0.008716
Threshold,T,$0.01964
Dogelon Mars,ELON,$0.0000002889
Ontology,ONT,$0.1835
Amp,AMP,$0.003702
SushiSwap,SUSHI,$1.22
WOO Network,WOO,$0.1278
BORA,BORA,$0.1583
ICON,ICX,$0.1616
Audius,AUDIO,$0.1575
Veritaseum,VERI,$64.35
dYdX,DYDX,$2.15
Astar,ASTR,$0.03691
Siacoin,SC,$0.002619
Storj,STORJ,$0.3257
APENFT,NFT,$0.0000004714
Flux,FLUX,$0.4689
WAX,WAXP,$0.05765
Bitgert,BRISE,$0.0000003214
Telcoin,TEL,$0.001988
Baby Doge Coin,BabyDoge,$0.000000001094
DFI.Money,YFII,$3280.83
Injective,INJ,$1.73
Horizen,ZEN,$9.39
ConstitutionDAO,PEOPLE,$0.02418
HI,HI,$0.04177
STASIS EURO,EURS,$0.9689
Celsius,CEL,$0.4978
Secret,SCRT,$0.7284
SXP,SXP,$0.2348
Render Token,RNDR,$0.4731
Voyager Token,VGX,$0.4312
Braintrust,BTRST,$0.9046
UMA,UMA,$1.71
ZEON,ZEON,$0.004029
Energy Web Token,EWT,$3.81
VVS Finance,VVS,$0.000003854
Ribbon Finance,RBN,$0.2048
Decentral Games [Old],DG,$318.84
Smooth Love Potion,SLP,$0.002604
DigiByte,DGB,$0.00714
Bone ShibaSwap,BONE,$0.6872
PlatonCoin,PLTC,$0.9302
SKALE Network,SKL,$0.02649
Venus USDC,vUSDC,$0.02173
Lisk,LSK,$0.8108
USDX [Kava],USDX,$0.91
Kyber Network Crystal v2,KNC,$0.6189
Pundi X (New),PUNDIX,$0.3839
PlayDapp,PLA,$0.2058
Volt Inu V2,VOLT,$0.000001763
Civic,CVC,$0.09725
Kaspa,KAS,$0.006609
Tribe,TRIBE,$0.2138
ssv.network,SSV,$9.42
Hashflow,HFT,$0.5336
MXC,MXC,$0.03792
LUKSO,LYXe,$5.92
Synapse,SYN,$0.6479
Ergo,ERG,$1.53
MediBloc,MED,$0.0142
Nervos Network,CKB,$0.002703
Aragon,ANT,$2.10
DeXe,DEXE,$2.38
WINkLink,WIN,$0.00009111
Decentralized Social,DESO,$9.72
MX TOKEN,MX,$0.8569
Request,REQ,$0.08765
MetisDAO,METIS,$19.64
CEEK VR,CEEK,$0.1048
Sologenic,SOLO,$0.211
Mask Network,MASK,$2.94
Keep Network,KEEP,$0.09327
AVINOC,AVINOC,$0.2109
Ontology Gas,ONG,$0.2533
Creditcoin,CTC,$0.3925
Celer Network,CELR,$0.01162
API3,API3,$1.44
Ocean Protocol,OCEAN,$0.1319
COTI,COTI,$0.07294
Centrifuge,CFG,$0.2275
Humanscape,HUM,$0.09013
Status,SNT,$0.02304
Nano,XNO,$0.596
Persistence,XPRT,$0.5844
Ren,REN,$0.07852
MVL,MVL,$0.003388
Bitcoin Standard Hashrate Token,BTCST,$6.20
Mdex,MDX,$0.08095
Ardor,ARDR,$0.07519
DAO Maker,DAO,$0.8142
Syscoin,SYS,$0.1113
NuCypher,NU,$0.1046
FUNToken,FUN,$0.006677
Frax Share,FXS,$4.60
Radio Caca,RACA,$0.0002185
Orbs,ORBS,$0.02497
Bancor,BNT,$0.3681
Bifrost (BFC),BFC,$0.06665
Powerledger,POWR,$0.1501
ZB Token,ZB,$0.1535
Wrapped Everscale,WEVER,$0.0415
Everscale,EVER,$0.04142
Vulcan Forged PYR,PYR,$3.02
Illuvium,ILV,$44.14
Spell Token,SPELL,$0.0006777
iExec RLC,RLC,$0.8698
Phala Network,PHA,$0.1659
Steem,STEEM,$0.1718
Function X,FX,$0.1683
Morpheus.Network,MNW,$1.45
Dent,DENT,$0.0006898
Cartesi,CTSI,$0.1057
H2O Dao,H2O,$0.298
Pirate Chain,ARRR,$0.3402
Prometeus,PROM,$4.06
Ultra,UOS,$0.219
CertiK,CTK,$0.7629
Numeraire,NMR,$11.51
Stratis,STRAX,$0.4718
Anyswap,ANY,$3.56
MARBLEX,MBX,$1.82
Band Protocol,BAND,$1.91
S.S. Lazio Fan Token,LAZIO,$7.58
SafePal,SFP,$0.6077
aelf,ELF,$0.1238
LooksRare,LOOKS,$0.1371
Biconomy,BICO,$0.2867
Reef,REEF,$0.003177
OriginTrail,TRAC,$0.1732
Datum,DAT,$0.087
Chromia,CHR,$0.1132
Loom Network,LOOM,$0.04795
Conflux,CFX,$0.02919
Multichain,MULTI,$3.35
Terran Coin,TRR,$2.54
Augur,REP,$5.50
renBTC,RENBTC,$16607.89
RichQUACK.com,QUACK,$0.000000001351
Constellation,DAG,$0.04687
Venus BUSD,vBUSD,$0.02175
WazirX,WRX,$0.1517
Serum,SRM,$0.2179
Rakon,RKN,$0.2359
XYO,XYO,$0.004639
Orchid,OXT,$0.08457
NEST Protocol,NEST,$0.01957
Coin98,C98,$0.269
Acala Token,ACA,$0.1093
Liquity,LQTY,$0.6751
cVault.finance,CORE,$5615.25
Stargate Finance,STG,$0.4135
RSK Smart Bitcoin,RBTC,$16644.66
XSGD,XSGD,$0.7344
Minted,MTD,$0.3714
Vai,VAI,$0.9607
Orbit Chain,ORC,$0.08842
Chrono.tech,TIME,$85.85
Biswap,BSW,$0.2016
QuarkChain,QKC,$0.008637
inSure DeFi,SURE,$0.002048
NKN,NKN,$0.08005
ONUS,ONUS,$0.5613
Everipedia,IQ,$0.005124
Radicle,RAD,$1.57
Velas,VLX,$0.0224
StormX,STMX,$0.005291
Dero,DERO,$4.06
Uquid Coin,UQC,$5.29
Polymesh,POLYX,$0.1302
Origin Protocol,OGN,$0.1042
Wrapped Velas,WVLX,$0.02258
Chainbing,CBG,$1.55
Origin Dollar,OUSD,$1.00
Alchemy Pay,ACH,$0.009916
Aurora,AURORA,$0.4915
Standard Tokenization Protocol,STPT,$0.02974
Divi,DIVI,$0.01533
Project Galaxy,GAL,$1.46
MAGIC,MAGIC,$0.2754
Telos,TLOS,$0.18
JOE,JOE,$0.1526
Clash of Lilliput,COL,$0.5898
Ampleforth,AMPL,$1.04
sUSD,SUSD,$1.00
Venus,XVS,$3.99
Metal,MTL,$0.7064
Seedify.fund,SFUND,$1.16
AXEL,AXEL,$0.1653
DODO,DODO,$0.1138
Celo Dollar,CUSD,$0.9911
Revain,REV,$0.0005447
Aergo,AERGO,$0.1118
Aavegotchi,GHST,$1.04
Utrust,UTK,$0.0932
Adshares,ADS,$1.38
VeThor Token,VTHO,$0.001015
Efinity Token,EFI,$0.08218
Metadium,META,$0.02686
SingularityNET,AGIX,$0.03979
Sun (New),SUN,$0.005047
Hifi Finance,MFT,$0.004467
Dawn Protocol,DAWN,$0.5978
Fetch.ai,FET,$0.0606
Ampleforth Governance Token,FORTH,$2.96
Santos FC Fan Token,SANTOS,$9.73
GlitzKoin,GTN,$0.1786
Moonriver,MOVR,$7.77
MaidSafeCoin,MAID,$0.09667
Wirex Token,WXT,$0.004333
FC Porto Fan Token,PORTO,$5.58
MobileCoin,MOB,$0.5808
SOMESING,SSX,$0.01589
MovieBloc,MBL,$0.002879
WhiteCoin,XWC,$0.05613
Perpetual Protocol,PERP,$0.475
Euro Coin,EUROC,$1.03
XCAD Network,XCAD,$1.22
Enzyme,MLN,$20.45
Ark,ARK,$0.2855
CONUN,CON,$0.01381
Vega Protocol,VEGA,$1.16
Maple,MPL,$9.01
Electroneum,ETN,$0.002197
RSS3,RSS3,$0.1149
SuperFarm,SUPER,$0.09916
Alien Worlds,TLM,$0.01502
Strike,STRK,$11.39
Beta Finance,BETA,$0.06349
mStable USD,MUSD,$0.9476
Krypton DAO,KRD,$0.3775
 Alpha Venture DAO,ALPHA,$0.08788
Propy,PRO,$0.4642
ThunderCore,TT,$0.003752
GameFi,GAFI,$7.30
HedgeTrade,HEDG,$0.1074
Bloktopia,BLOK,$0.002131
DeFi Pulse Index,DPI,$66.95
Qcash,QC,$0.08115
Boba Network,BOBA,$0.2208
Verge,XVG,$0.002249
MyNeighborAlice,ALICE,$1.23
MOBOX,MBOX,$0.4595
Bitcicoin,BITCI,$0.004709
Dusk Network,DUSK,$0.08818
Rally,RLY,$0.01045
BarnBridge,BOND,$3.69
Alpine F1 Team Fan Token,ALPINE,$3.17
DEAPcoin,DEP,$0.004918
